Min K.,"Arlington, VA",1/1/2017,5.0,"One of my favorite all-around Korean restaurant faves. Great service, good banchan, great food at reasonable prices, and 24/7 hours. If you're looking to please a group of friends with different taste and food preferences this is the place to go for Korean. They offer Korean BBQ, sushi, staple Korean dishes like bibimbap, soon dooboo jigae, and kalbi tang.I've been going here for years and this is still going strong. It's always packed in here and for good reason! Only vice is you can't make reservations here so it's first come first serve. Usually on the weekend during lunch and dinner there will be a wait."
Kristen I.,"Washington, DC",1/9/2017,4.0,"Whew, was here Saturday night/Sunday morning for ""sober up"" food! I can't say I remember every detail, but the spicy seafood casserole and galbi definitely helped soothe my tummy the next morning. :)"
Brett N.,"Tampa, FL",12/1/2016,5.0,"Why 5 stars? Because it's hard to be anything else when it comes to Korean BBQ!   ---   ---   ---Full disclosure: I don't think I've ever given a Korean BBQ less than 5-stars. Just being in the presence of KBBQ makes me so happy - nothing can go wrong when I'm there. This is my Disney World.Not only was I partaking in my favorite thing, but I was with some mighty-awesome folks who live in the area. They were able to pick out the good stuff on the menu, which allowed me to simply sit there and shove food down my gullet without thinking. This is my favorite kind of dinner - the kind where I don't burn one calorie of brain power, and take-in several thousands.I always crack up watching the servers cut meat with scissors. Why does this amuse me so much? I don't know. I've never done it myself, but you'd think I'd be used to it by now, after enough Korean BBQ experiences under my belt. Nope. Then again, I don't get out much.All of the food was perfect as usual. If I have one critique, it's definitely a divey place. Expect chairs with rips in the cushions and tables that could only be described as 'dingy.' But if you're willing to look past that, then this is the place to get your fix!"
Ted C.,Hong Kong,8/20/2016,4.0,"Yechon is a pretty decent place for Korean and according to some people I know a mainstay in the DMV for Korean (they apparently did not card for soju back in the day.) I've been here three times now with people who've had varied exposure to Korean food: complete newbies, to a mix and those that might as well have gochujang and kimchee in their veins and none of these groups have ever said a bad thing about it here.If you're going to be in a big group, consider the special menu, even though it's a set they can tweak it a little to suit your tastes-well we did end up getting two different kinds but swapped out meats for dietary restrictions and it turned out fine, and you get some crappy Asian lager-not an insult it's just most Asian lagers are pretty bad, BUT it does go great with Korean bbq at your table.For non-BBQ stuff, the haemul paejon isn't bad, a pretty big portion and enough to share as an appetizer-although to be honest, appetizers here and Korean restaurants in general don't really come out before the main entrees. I usually like getting cold Korean noodles in the summer and it's okay here.The service can be a little hectic, don't be afraid to flag down any staff member and your request will be met pretty quickly, even during busy times."
Paul S.,"Columbia, MD",5/30/2017,4.0,"I can see why this place is so crowded and popular. With a huge menu, there's something for everyone, but we ended up mostly KBBQ. We had bulgogi, pork belly, brisket, and galbi and all were very good. Good quality of meat although they cook the bulgogi and galbi in the kitchen and not tableside. The sushi appetizer and seafood pancake were really done well too. They give you a lot of panchan, although no steamed egg. Service was excellent and oh, they don't like it when you try to turn the meat haha"
Michael L.,"Washington, DC",6/1/2016,4.0,"THE BIG: Yes-Chon! I thought for a second this place was a korean temple from the outside. Spacious interior with plenty of parking outside. Open 24/7 and located on the corner of Hummer Rd and Little River Turnpike and conveniently placed right next to the 7-eleven. #hollaTHE BLACK AND WHITE: I came here for lunch on a Sunday. It was pretty crowded but we luckily got seated quickly (probably because it was only two of us). The decor inside was very traditional korean with wooden tables, chairs, and bar.As for food, we got the Bibimbap and the Japchae. The servers were very pushy on getting orders out and fast. I'm a slow chooser and eater, so having the added pressure didn't help the ambience of the place. With that being said, the food did come out fast, so they're efficient at cycling people in and out. The Bibimbap was served in a fancy bowl with the gokujon and rice separate. The bowl had good size chunks of beef, bean sprouts, pickled carrots, zucchini. I find it so satisfying mixing everything together (rice + veggies + gokujon). The flavors are mouth watering. The japchae is lightly flavored glass noodles that is always a solid filler choice. Don't forget about the crazy amount of banchan delivered when you order your food. THE FINAL BAMBOO: Spent around $30 without tip ($36 w/ tip) at lunchtime. I guess the two items we ate was on the more expensive side. They do have lunch specials but I would highly recommend the bibimbap."
Mary H.,"Falls Church, VA",5/7/2017,4.0,"What's not to love about a 24 hour Korean spot with parking! Food quality is always good. Service is consistent. It may not be necessarily friendly, but they get the job done. I get my usual soft tofu soup and the usual Korean BBQ, galbi, bulgogi, and now their brisket, yum! Prices are comparable to the area... they do well with large groups and have been accommodating with my food allergies. I for one... do not like to cook my own food, yay for me!  I like having that option."
Helena K.,"Fairfax, VA",8/20/2017,1.0,Service is suck. We have to call them 3 times just to bring us menu. They mess up our order. They didn't even bring out one of our order and all they did was saying sorry. Didn't even explain or make up for us. Food taste bad. I would not recommend it for anyone. This is my 3rd time and I still don't like it. Nothing change at all
Oliver A.,"Washington, DC",1/17/2017,5.0,"Yechon is my favorite Korean restaurant. The food taste fresh and delicious, the service is great and even though they get extremely busy they are very orderly. Caution, everyone knows they are good so this place is packed Friday thru Sunday.  Breeze next door is also popular so parking on the weekends at dinner is a nightmare."
Yasmine B.,"Arlington, VA","10/25/2016
            





Updated review",2.0,"Worms in the cod fish soup! After a long morning of medical treatments, my husband and I went to Yechon for a late lunch. We both ordered the codfish soup, non-spicy version with no tofu. A few spoonfuls into the soup, my husband pulled out something that looked odd - which turned out to be a little worm! It was pale and about 2 inches in length but it was unmistakable. We called the server over to let her know. As soon as she went to inform the manager, during which time my husband trepidatiously stirred his soup - and found a second worm with its head buried in the flesh of a piece of the cod, whilst its body and tail were out.Although I didn't see any worms in my soup, I refused to eat it - because it had come from the same batch. We were only refunded for my husband's soup.Later I checked on line and learned that cod sometimes have cod worms - but these are supposed to be cleaned off before consumption, and the restaurant had not decided be so. I am attaching pictures and you will see one of them where the head is still wedged in. In case there is any doubt, believe me - no pieces of mung stalk or vegetables bury their heads in the flesh of a fish like this."
Amanda M.,"Washington, DC",1/15/2017,5.0,"I've been coming to Yechon for about 20 years and it is my favorite Korean restaurant hands down.  When people think of Korean food, they immediately think of Korean BBQ.  Perks of eating here rather than a BBQ place:Variety of banchanAll Korean dishes including soups and stews, casseroles, and specialty dishesSushiBBQJapanese dishesTotally different menu for breakfastLunch specials including bento boxesI love that it's open 24/7 since there aren't many restaurants that are.  We came on a Friday night at 10pm and it was packed!  Thrillist mentioned it as ""close to your Korean grandmother's cooking"" and I agree, it's as authentic as it gets."
Lilian H.,"Alexandria, VA",8/18/2017,4.0,Grate place for Korean bbq. Busy so expect to wait or just show up in late night hours since they are always open.
Alice W.,"Fairfax, VA",4/18/2016,3.0,"Yechon is the place to go if you're craving meats at 3 in the morning. Open 24 hours 7 days a week, Yechon serves both Korean and Japanese cuisine to a diverse crowd. It seems that no matter what the hour, it always seems to be bustling.Thankfully, their parking lot expanded because this is one of the smallest lots in Annandale. Parking used to be such a pain, as people desperately fought for precious spaces. It doesn't help that Breeze Bakery is next door and is also open quite late, catering to folks who like to gather and/or study for hours. They've expanded a little bit more, so now there's more parking available but I still think it can be a struggle. Whenever I go to Yechon, I usually get their Korean BBQ. KBBQ can wildly vary here, from being ehh to being pretty good. I think it depends on what kind of grill you're getting the meats cooked on. The restaurant has both built-in grills and the portable stoves, and I think that food cooked on the portable stoves lead to inferior taste. My favorite meats are samgyeopsal (thinly sliced pork belly) and chadolbaegi (brisket beef). Banchan is provided too. I think as I'm getting older and metabolism dwindles to nothingness, I'm appreciating restaurants like Yechon more where it's no AYCE option. In the past, it seemed ridiculous to even consider going to Yechon when places like Kogiya served tastier, higher quality meats at an AYCE option and for significantly less money. However, provided that their meat quality is actually decent (again, seems to vary depending on when you go), I think Yechon is an ideal choice for those who can't devour AYCE like before. Service seems pretty consistent. The servers (all women) dress up in traditional Korean garb and for the most part, they are friendly and efficient. While I don't prefer Yechon, it is a suitable alternative to some of the other Korean BBQ joints in town. And definitely one of the only options open late at night."
Genesis D.,"Washington, DC",4/15/2017,5.0,"This place is 24 hours and they have a huge menu. Granted they aren't an AYCE KBBQ place, there's still so much to like here. Everyone I've taken here has not been disappointed. It's not like super fancy nor hole-in-the-wall type. I can't believe how busy it gets here but hey, people know what's good. Errr actually I haven't tried their Japanese food options but I will one day since I go here so often and if my feelings change about them then I'll update my review. But that might not happen because they are open 24 hours, they are right next to Breeze which I love, they are more traditional and the waitresses are very quick and polite, and the bibimbap is always a good go to if I'm not feeling to try something new."
Lydia K.,"Spokane, WA","5/15/2016
            





Updated review",4.0,Still good services. Food was not as good as last time (ordered sushi covered rice and kimchi dolsot bibimpap) but still pretty decent compared to other korean restaurants. Food was around $13-15 each meal. I would recommend getting jeon gol (big soup for multiple people cuz it's bomb!)
Qing S.,"College Park, MD",8/8/2017,1.0,We ordered the special Galbi barbecue and we end up with only a handful thin pieces of beef on the plate. We definitely will not recommend our friends and families to come again.
Pegah Y.,"Washington, DC",4/9/2017,4.0,"My hubby and I visited Yechon last July and enjoyed the food a lot.  The restaurant is one of many great Korean restaurants in the Annandale, VA area.  It can get PACKED. We visited for an early dinner on a Saturday, so it wasn't too bad and we were able to get seated fairly quickly.  We ordered the Korean BBQ with beef bulgogi and beef galbi.  Our meal came with the customary sides (banchan), including kimchi, pickled cucumbers, seaweed, large tofu, potato salad, chili paste, rice, and bok choy.  It also came with a delicious soup and lettuce, which paired perfectly with the meat.  I am obsessed with Korean BBQ and crave it often, so this was great.  My only complaint (as is my complaint regarding some other Korean restaurants in the Annandale, VA area) is that they did not let us cook our own food.  I usually love BBQ-ing my own meats at Korean BBQ restaurants, but the ones in Virginia somehow don't let their customers do that.  What's the point of having a BBQ grill in front of you if you can't cook your food yourself on it?  They might as well cook the food themselves and then bring it out.  Other than that, Yechon was amazing and I would love to visit again.  Great food and great atmosphere."
Diana P.,"New York, NY",5/4/2017,4.0,"They had a great selection of banchan here! I'm very glad this one of those places that does not skimp on the ban chan and gave us a great variety :) We ordered the galbi bbq, galbi bibimbap, and seafood pancake for two. It was definitely a lot of food and we had leftovers, but everything was great! The seafood pancake was gigantic and pretty thick with a good amount of seafood in it. The only thing I did not like about this place was that they only let you cook it on the grill if you order TWO meats. :( We were only a party of two so we felt that one selection was enough. You're still able to do this but they will cook it in the back for you which kinda defeats the purpose of kbbq. They were very efficient and prompt with the food and the service was quick!"
Zhen W.,"McLean, VA",7/9/2017,1.0,"Waittress told us to ""get out"" in broken english not even 10 minutes after we finished our food. Absolutely awful service and attitude. This place tends to treat korean customers better. Would not recommend."
Ser W.,"Silver Spring, MD",8/11/2017,3.0,"I wrote this in my review for Breeze Bakery; the parking is atrocious during rush hour/in the evening. Absolutely hate it, so prepare thyself.I've been to Yechon a couple of times now and they're okay. There are a lot of choices on the menu, but have to be careful during the evening. There is a certain time when some of the food choices are unavailable.The tonkatsu plate is decent sized. It's your typical fried pork cutlet so can't go wrong with that. It was my first time seeing fuji apple being served with it on the plate; which was very interesting. It went well together!The boyangtang (goat meat soap) is good also. I personally don't like goat because it's too gamy, but I do recognize it was cooked well.The beef yakisoba was very basic. Very. Basic. I, personally, was not a fan (and I ordered it because everything else I wanted was unavailable).Like I mentioned, there are lots of choices."
Nay W.,"Chesapeake, VA",3/27/2017,5.0,Omg! We waited for 30min and inside restaurant was full but It was worth! Their Korean waitress works so hard and after we ordered they brought so many side dished. We ordered some bulkogi. We can choose from cooks from kitchen or grill own on the table. The taste is better than I ate in Korea and a lot of Korean were eating in there so I knew it is really taste good. Their price is not bad and better customer service than other Korean restaurant in DC area. If I have a chance to go to D.C.  Again.i definitely visit to them and try their Yukjaryang.
Ellim C.,"Springfield, VA",8/3/2017,4.0,Had some friends visiting and took them here for a late night meal. I come here all the time with friends after a late night of volleyball or Frisbee! We ordered several orders of their beef brisket and pork belly as well. Always consistently crispy and delicious. I love coming here all the time! Their beef and octopus noodle soup is probably the best in the area too!
Sonnya B.,"Elkridge, MD",9/13/2016,3.0,"My friends really like this place. You get a ton of food for the price. Especially @ lunch. I'm not so sold on it. Service sucks. They're brusque & dismissive & they toss your tray/ food @ you. I guess that's diner-style service & in line with their whole 24-HR thing? I don't know. This whole experience kinda sucks. Parking lot is always packed, there is no proper like/ sign-in @ the door. You never know when a server will come get your order etc... I'd rather eat next door @ the bakery. Service is fabulous. The food & presentation are great. They also serve all the Korean staples. If you want more exotic / authentic dishes, come to Yechon."
Steve H.,"Burke, VA",1/20/2017,5.0,This place is a legend. The food is always great here. Been in business for a while now. After eating here i stop by breeze bakery next door for desert.I normally get the kalbi or bulgogi.
Caley S.,"Reston, VA",1/14/2017,4.0,"This was my first Korean BBQ experience and it was really fun to watch dinner cooking right there at your table!My friend ordered for us so to be honest I'm not totally sure what everything on the table was, but it was all delicious. My only complaint would be that the pork belly left a little to be desired - not as flavorful and rich as you expect pork belly to be. Also, you can apparently only order meat in certain combinations off the menu; the two we wanted originally the waitress informed us can't be ordered together.But overall the food was good, I loved having it freshly cooked (although sitting and watching the first round cook while you're starving is tough!) and it was pretty inexpensive for the amount of food we got!"
Eddie K.,"Rockville, MD",2/13/2016,4.0,"I fondly remember my drinking days when I used to frequent Yechon around 3-4 AM almost every weekend.  Alas, those days are long gone.   That was so much fun eating and talking with all the late night party people. But now I come here with my family.  This place is always crowded and for good reason.  I think their bulgogi is really good.  My go to dishes are dol sot bimbimbap, maeun galbi tang and Yukgaejang.So happy they tripled the amount of parking spaces now, so I won't have to get stressed out finding a spot."
Joe N.,"Annandale, VA",7/30/2017,3.0,"An Annandale institution. You always know that Yechon will be there for you at 4am after your drunken revelries in DC. The food is only ok even when you are super crunked. I always seem to end up getting a galbi dol sot bibimbap. I've also seen girls fight each other late late night, which is an added bonus :)"
Jimmy N.,"Old Town West, VA",7/17/2017,1.0,"Worst Korean restaurants ever! Service was horrible, didn't even finish with our dinner , the waitress shovel the check at us and hurry us up to leave. The food is not thing special, will never come back."
Charolastra M.,"Burke, VA",7/22/2017,4.0,"I'm awarding 4/5 stars because the food is 'only' great, not 'exemplary'.I live 1 mile away from Yechon.  My Korean wife and I have eaten here 20+ times together - with her probably eating there an additional 500 times!  Yechon is an Annandale staple in competent, tasty Korean cuisine.  It definitely helps if you speak Korean, as that will help with the service.  Overall:Food: 4/5.  Very extensive menu, with tons of Korean classics, and a few Japanese ones as well.  I have probably eaten 80% of the menu, and have yet to ever be disappointed.  Service: 5/5.  I am biased, but my korean wife keeps the wait staff there LOCKED DOWN in ensuring we have excellent service.  We have a 2.5 year old, and they are very attentive in ensuring our child gets a sippy cup, plastic utensils, etc., to ensure for a good dining out with children experience.  There are buttons on each table to call for the non-dedicated wait staff, which helps if you have trouble getting the attention of a server.  Ambiance: 4/5.  A bit noisy, but in a ""fun hotspot"" kind of way.  Not a good romantic date spot.  With that said, they are open 24/7.  This is HUGE.  Price: 5/5.  If you order the specials at lunchtime pricing, food will be very cheap, compared to what you get for the money.  Normal dinner entrees are priced competitively* (*~$25 range), but they come with tons of ban chan - Korean side dishes - which are unlimited.  You will not leave here hungry unless you don't like Korean food!Overall: I love this place.  My Korean wife loves this place.  Our kid loves this place.  Any non-Koreans love this place.  Any Koreans visiting from Korea love this place.   It is the real deal."
Monica M.,"Washington, DC",7/26/2016,1.0,"My first couple experiences was okay, I hate how or the way all that ladies treat customers differently! After a waiting, We was seated first, but got to ask the last after they went and ask the other 2 table that was waiting behind us and seat after us. (Korean family). Well, I was so pissed with that Plus the attitude they gave me make me feel so burn and almost exploded like the bomb! Thanks ladies for a very disrespectful way you guys treated us compare to your own same people! Over all experiences, disappointed, sad, mad, horrible!"
Stacey H.,"Burke, VA",6/17/2017,2.0,"I have been coming to Yechon for about 5-6 years, and I should have taken the time to write a review before now - so that my experiences could be substantiated.  What was once a 5 star for me...has now declined to a less than average dining experience.  PROS:  24/7 service, which is fun and convenient and quirky.  Great food.  Parking has vastly improved with the addition of an adjacent lot.  Many varied banchan keep the auxiliary tastes and textures alive and poppingCONS:  Terrible service, on so many levelsMy husband and I ate there last night, and were seated about 7:30, the wait was not too long - considering it was a Friday evening.  We ordered pan-fried dumplings, scallion/hot pepper pancake and traditional bulgogi.  The waitress (Server A) carefully repeated back the order.  Another server, I will call her Server B,  (there are many, and they seem to pitch in and assist each other) brought banchan and water.  I did want hot tea, but was not asked - which was different from my other experiences in this restaurant...but not a deal breaker.  The food delivery was delayed, and that was ok - due to the busy atmosphere.  The pancake came out first, and the Server C placed a wedge on my plate...it was a seafood pancake.  This was not the server that took my order, and I politely said, ""We ordered scallion...not seafood"".  The server took a few seconds to realize, but then took the tongs and the wedge on my plate, and put it back on the large platter with the rest of the pancake and said ""OK, I will check"".  I handed her back my plate, as I wanted another one.  Server C left the table with my plate and the seafood pancake.  A few minutes later, Server B comes back and brings the bugogi and a serving of rice.  I asked for another plate, as my initial plate was taken away during the seafood pancake melee, and she says to me ""Only one plate here?"" I did not answer because, yes - she was correct...there was only one plate - and had the pancake error not occurred, we would have had our precise and allotted amount.  So, she does bring back another plate for me, and I mention ""we ordered dumplings..."", so she says they will be coming soon.  Server C comes back with the correct pancake, and shortly after, server B brings the dumplings.  Now we have our correct order, and are enjoying the meal.  Again, the food is delicious.  However, we were not offered more water other than our initially poured 2 glasses, nor were we asked if we needed more banchan.  The answer would have been yes to both.  Especially, water...many times over.  The next time a server comes to the table, it is because we were obviously finished eating, and were ready for the check.  We had a good deal of food left over, and asked for take away boxes.  Server C comes back with boxes for the pancake/dumplings, and a small box for the bulgogi.  I ask about the rice and the lettuce leaves, and was told ""only rice"".  Huh?  these lettuce leaves have been sitting on the table with my meal...I'm thinking that they certainly cannot be re-used for another customer...?Suggestions that I would make for a much better service experience:1.  Offer tea to your customers.  (yes, it is extra $...but offer)2.  If a food error is made, apologize.  It is so simple and goes so far to hear, ""I'm sorry, let me correct that for you"".  It is ok to make a mistake, but please be accountable and apologize for my experience.  3.  Please don't make customers feel bad about asking for another clean plate.  In my case last night, I asked due to a service error - not because I wanted to be indulgent.  4.  Ask your customers if water refills are needed.  Often.  This restaurant has SO MANY bus staff whose job is to clear tables and pour water/tea.  Korean food is salty and can be spicy...many people enjoy their water glasses filled.  5.  Be mindful of the banchan, and when it needs refills.  Ask the customer if they would like more.6.  Please do not rush your customers.  I would have gladly waited an extra 15-20 minutes on the front end if I knew that my meal would not seem rushed, due to you hustling another party along.  Not seeing any server from the time the meal is delivered until the check is presented made me feel very rushed.  7.  Takeaway - leftovers...please allow the customer to take home what is on the table, rice, banchan and lettuce wraps included.  They are paid for and part of the ordered meal.  Also, it is a health code violation to reuse them. Oh, it's extra work and cumbersome to pack up?  brb, I am going to get a violin to play a sad song...I really, really hope that there is a senior marketing or leadership person that reads reviews and decides to implement some change...I want to keep recommending this restaurant to others, and coming back myself...but with so many service errors and lack of customer service - it is becoming a very tough sell."
Matthew H.,"Washington, DC",2/20/2017,3.0,"It's not the best Korean restaurant, but the service was great. The pancake was huge, and my bulgogi was decent. I wouldn't come back here, however, as there are better places in the area."
Lotus S.,"Arlington, VA",3/3/2017,4.0,It took a little before we were served. The sushi was great and the Japanese and Korean BBQ was delicious as well. The beef rib soup was OK except the ribs had no flavor. We drank the tea that helped balance all the flavors.
AL K.,"Fairfax, VA","9/19/2016
            





Updated review",3.0,Lunch deals are hard to beat. Tempura lunch box for less than $10 is really a deal. 3 pcs of huge shrimps and a lot of other things on the bento box. Service is not the best.
Lorraine T.,"Taipei, Taiwan",6/9/2017,5.0,"Went there with my friends a few times. Not too crowded because it was late night 2am or something. Service is good, food is amazing!!!! Definitely will recommend that to ppl."
Lilly N.,"Falls Church, VA",2/10/2016,4.0,"Today we had the chirash and the galbi dolsot bibimbap for lunch. The chirash is about $19 and the bibimbap was on the lunch special for about $10. I felt like the chirashi was over priced though the sashimi was good. The bibimbap was good though. I love it with its in the hot stone bowl and makes the rice crispy a the bottom. The meal always comes with the miso soup and side dishes, which were good. I like my kimchi fermented longer, but that's based on everyone's own preference. The staff greeted but I did feel like they forgot about our table after we said we needed some time to look at the menu. But overall it's a good place to eat for lunch"
Bryan S.,"North Bethesda, MD",9/5/2016,4.0,"If you have a korean food craving at any part of the day or night, this 24-hour restaurant is for you.  They have a big menu with a variety of selections.  Can't say they have any signature  dishes but I've never had anything that tasted really bad and I've been going here for over 10 years.  There's a lot of new restaurants that popped up over the years where some dishes are better but not too many are open all day and night.  Their traditional theme is fine but putting in a bit of a modern touch to the place can't hurt."
Sinai L.,"Glen Burnie, MD",4/24/2017,3.0,Ordered cod fish tofu pot....was average and cod fish was frozen and you can taste it....a bit disappointed since the restaurant seems to have a great rating...
Joseph Y.,"Rockville, MD",3/26/2017,4.0,"This is my go to spot for Korean.  They are reasonably priced.  Have a good menu with wide array of options.  The food is consistently good...but not great.  A big advantage is the 24/7 service...but the service itself is a bit uneven.I wish the on table grill service was run better, but if you want grill only...there are other options right down the street.I miss Han Sung Oak, but for now this is my place for the full menu I want to order"
V L.,"Fairfax, VA",4/6/2017,2.0,"This used to be our family go to restaurant, but this place has really changed. The food isn't as good and the prices have really gone up. The customer service isn't as good either. They don't seem to really care about their patrons."
Dylan Keith W.,"Honolulu, HI",12/16/2015,5.0,"Everyone knows how critical I am of Korean joints around DMV. But at last! We have found the winner! And frankly, this is probably some of the best Korean restaurant food I've ever had stateside.Prices were reasonable given that the portions were huge, and everything tasted fantastic. We tried a variety of things; pajeon, japchae, bulgogi, mandu, bibimbap, etc. And all of it was great. And the banchan was all really fresh and well-made as well. I'm not really sure what else to say because you're either familiar with Korean food or you're not, but if you are, this place is the way to go. I like that this place is 24 hours. Makes me feel just like being back in Seoul, pigging out on food in the middle of the night after a long night out. The only bummer is they don't serve any Chilsung Cider.The service was good too, and my waitress even gave me a free calendar for the holidays. I thought that was a nice gesture.So overall, this is the place I would recommend without hesitation for getting great Korean food. Easily 5/5!"
june k.,"Durham, NC",12/25/2015,4.0,I was amazed by how quickly the waitstaff move! We were in an out of there in 30 min. The galbi tang and yookeh Jjang had the same broth. There was a lot of beef in both soups!
Victoria N.,"Chantilly, VA",7/18/2016,3.0,I'd say Yechon deserves a 3.5 star rating. A simple list of pros and cons should help:Pros: Lots of the little side dishesFood was decently tastyCons: Waitresses could not hear/understand your requests and we couldn't understand them (language barrier) and some were downright rude It's really cramped and therefore loudPaid 70$ for the Yechon #3 special with lobster and there seemed to not have much meat to go around for 4 people Tofu soup came out super salty so we had to return it and have a new batch made PricyGlad I tried it but I'll move on to looking at some other places.
Sophany S.,"Alexandria, VA",2/19/2017,4.0,"Honestly, I've really only come here late at night since it's open 24 hours. But the food is good and they offer fresh sushi as well. They have a sashimi rice bowl that comes with veggies and a red chilli sauce that is delicious! I've only ever really ordered the basics here - bulgogi, kalbi and kimchi chigae. All good, though nothing special. The service is eh. I feel you get better service when you're Korean and speak the language, but that's kind of expected at most of the Korean restaurants in Annandale."
Alice L.,"Van Ness/Forest Hills, Washington, DC",2/3/2017,5.0,"Wow.... WOW... WOWWW.... been going to yeachon for yearrrssssssss. This is the first time I've received such outstanding service from Lee. He was helpful, charming, and responsive. He forgot his pen on his way to our table but he remembered our long and annoying order of no vegetable and specific side dishes. The food was also on point tonight. Go yeachon!!!! I will be back... just to see Lee"
Elizabeth F.,"Loudoun County, VA",3/30/2017,5.0,"Went here for lunch and it was delicious.  Ordered the bugolgi beef box.  Was presented with some hot tea, an array of Koren appetizers, the lunch box, and a sweet rice drink for dessert.  So much food for $9.95...an amazing lunch special.  The place was pretty busy - definitely a hot spot for lunch, but also kind of a hidden gem.  I would recommend this to anyone going to Annandale for a meal. I will be back!"
Nhon T.,"Springfield, VA",3/15/2017,4.0,"This place is always on the list to go after a night out or a late night at work. Interesting type of crowd you see depending on the hours you go at night. I went with a few new friends and enjoyed some quality time with their eel. I believe my friends ordered bibimbap and a vegetarian yakisoba. The eel was delicious and everything that I expected. I was looking at my friends bibimbap and wondering why it wasn't served in a clay pot, unless they got like a cold type dish? Other than that it'll always be a name to bring up late at night for me."
Lauren C.,"Lynchburg, VA",7/3/2016,4.0,"It looks like a traditional old Korean house, very Asian, you can't miss it! Service is great, very friendly and always crowded during lunch time. The foods great, but I feel like I could make this at home so that's why I give it 4 star. Nothing exciting in my opinion. Right next to them is Breeze Cafe, so if you want bingsoo or other baked Korean goods, go there!"
Nina Y.,"Waldorf, MD",3/26/2017,4.0,"My boyfriend and I are regulars here. They know us and they know what we like. We drive from Southern MD to come here for dinner because it's open 24/7 and it's OKAY Korean food for the price. TBH I'd much rather give this rating 3 stars, but I'll give it 4 because of how often we frequent this site despite their off and on again customer service. There was a night when one of the waitresses decided to speak about us in Korean to another waitress (probably assuming I couldn't understand). I thought it was rude and decided to speak back because I wasn't going to let that go. The conversation wasn't anything crazy, she was just telling one of her co-workers ""this couple doesn't eat all of their side dishes so don't give everything to them."" Honestly, we're paying for the food and we thank them in greater-than-standard gratuity (even when the service isn't up to par) so withdrawing certain dishes to us just because we can't finish it, makes no sense to me at all. Another thing that bothers me, that I'm sure others have witnessed, is feeling rushed. I do not like to be rushed at all. Please do not rush me to finish eating and definitely do not rush me when we pull out our wallets. Nothing ruins a good meal more than when a waitress is standing hip to hip, right next to you, waiting for the bill and tip. Please .....let us finish eating.Anyways, since I've forewarned you guys about the service here...some of the dishes that I'd recommend are: chirashi sushi bowl (they don't make this after 10 pm), dolsot bibimbap, and the doenjang jigae.If you're trying to come here for KBBQ, go to an actual AYCE KBBQ restaurant instead."
Rob B.,"Fairfax, VA",7/1/2017,1.0,"I'm not returning again. There needs to be an overnight manager to address issues, because I had to passive-aggressively threaten to call the health department over a bug found in my side dish before they agreed to cancel my bill."
JW P.,"Fairfax, VA",8/5/2016,3.0,"TL;DR - A standard Korean restaurant with a menu that tries to include everything but only seems to shine in a few dishes.  Nothing is bad, everything is at least average for this area.Food: As of August 2016, I've checked into Yechon 17 times but it seems like more.  My favorite dishes here have been the galbi-tang and the galbi dol-sot bibimbap.  I do notice a lack of consistency though.  The last time I came, my galbitang was undercooked as the slices of radish and onion were not as soft as they should be.  A bit unappetizing to get that ""bite"".Service: Lacking sufficient attention as my waters and side dishes were empty for a while, but you can just hail down the waitstaff with the buzzers on your table.Another note on consistency...everything is worse when you dine at 4 in the morning.  But that's what's great about Yechon...Korean food 24/7!"
Matthew N.,"Santa Maria, CA",6/26/2017,2.0,"Everything was going so well and I was ready to rate this place 4 stars. I am from Southern California and I've had my fair share of Korean food in the awesome Korea town of Los Angeles. The service was friendly and quick. The ladies cooked for our table of 2. The food was pricey, but it was solid. I enjoyed the meal from the side dishes to the quality of the short ribs and prime rib. The seasoning wasn't perfect, but still good enough. All seemed well until the moment they finished clearing our table 2 minutes after we signed our check as we were full and discussing what our plan was after dinner. The lady who took our check immediately changed our experience. In an annoyed and condescending tone, she stated to us, ""there are people waiting."" In addition, the lady utilized her body language to signal for us to leave. I am not one to be inconsiderate and sit at a table while there are people waiting to be seated, nor did we take long. It was literally 2 minutes after we signed the check. This was the first time in my life that I was basically kicked out of a restaurant. Oh well! We were caught off guard and didn't know what to say so we just left without questioning or thinking about it. We saw 2 small groups waiting to be seated. Hahahah, that's awesome. Thank you for your hospitality Yechon!"
Sam M.,"Springfield, VA",7/4/2017,5.0,"Favorite place to eat whether it's 2 pm or 4 am! Wish they'd make sushi past 10 pm, but the food and service is amazing and fast."
